State,Action,NextState,Reward
18,Real_Estates,34.0,3.5263605246161616
22,Forex,28.0,3.332204510175204
14,Stocks,18.0,2.8903717578961645
58,Real_Estates,54.0,3.9889840465642745
57,Forex,51.0,3.9318256327243257
47,Stocks,47.0,3.8501476017100584
49,Cryptocurrencies,53.0,3.970291913552122
68,Cryptocurrencies,72.0,4.276666119016055
21,Stocks,22.0,3.091042453358316
82,Cryptocurrencies,88.0,4.477336814478207
88,Cryptocurrencies,91.0,4.51085950651685
8,Stocks,11.0,2.3978952727983707
80,Commodities,85.0,4.442651256490317
48,Stocks,45.0,3.8066624897703196
61,Forex,57.0,4.04305126783455
35,Commodities,42.0,3.7376696182833684
5,Real_Estates,9.0,9.0
66,Commodities,66.0,4.189654742026425
36,Cryptocurrencies,44.0,3.784189633918261
66,Forex,62.0,4.127134385045092
14,Commodities,16.0,2.772588722239781
61,Stocks,63.0,4.143134726391533
7,Stocks,7.0,1.9459101490553132
69,Real_Estates,69.0,4.23410650459726
81,Commodities,83.0,4.418840607796598
91,Forex,90.0,4.499809670330265
12,Forex,15.0,2.70805020110221
84,Real_Estates,68.0,4.219507705176107
5,Stocks,6.0,6.0
95,Stocks,95.0,4.553876891600541
27,Forex,24.0,3.1780538303479458
53,Real_Estates,55.0,4.007333185232471
92,Real_Estates,80.0,4.382026634673881
54,Commodities,61.0,4.110873864173311
29,Commodities,38.0,3.6375861597263857
12,Real_Estates,20.0,20.0
4,Commodities,11.0,11.0
81,Commodities,79.0,4.3694478524670215
11,Stocks,13.0,2.5649493574615367
64,Stocks,67.0,4.204692619390966
57,Commodities,65.0,4.174387269895637
92,Cryptocurrencies,90.0,4.499809670330265
9,Stocks,6.0,1.791759469228055
77,Forex,76.0,4.330733340286331
93,Commodities,82.0,4.406719247264253
58,Real_Estates,41.0,3.713572066704308
32,Commodities,39.0,3.6635616461296463
43,Stocks,45.0,3.8066624897703196
31,Real_Estates,37.0,3.6109179126442243
4,Cryptocurrencies,2.0,2.0
89,Real_Estates,90.0,4.499809670330265
86,Cryptocurrencies,94.0,4.543294782270004
23,Stocks,24.0,3.1780538303479458
44,Commodities,46.0,3.828641396489095
88,Commodities,78.0,4.356708826689592
40,Commodities,39.0,3.6635616461296463
8,Real_Estates,5.0,5.0
82,Commodities,83.0,4.418840607796598
73,Stocks,76.0,4.330733340286331
30,Forex,25.0,3.2188758248682006
17,Cryptocurrencies,24.0,3.1780538303479458
49,Cryptocurrencies,53.0,3.970291913552122
22,Commodities,12.0,2.4849066497880004
20,Cryptocurrencies,22.0,3.091042453358316
70,Stocks,71.0,4.2626798770413155
66,Real_Estates,49.0,3.8918202981106265
95,Cryptocurrencies,100.0,4.605170185988092
55,Stocks,59.0,4.07753744390572
99,Real_Estates,87.0,4.465908118654584
1,Forex,3.0,3.0
36,Commodities,45.0,3.8066624897703196
65,Real_Estates,61.0,4.110873864173311
30,Cryptocurrencies,25.0,3.2188758248682006
96,Stocks,96.0,4.564348191467836
18,Forex,11.0,2.3978952727983707
32,Real_Estates,22.0,3.091042453358316
71,Forex,73.0,4.290459441148391
60,Stocks,56.0,4.02535169073515
82,Stocks,77.0,4.343805421853684
28,Stocks,26.0,3.258096538021482
54,Forex,53.0,3.970291913552122
9,Real_Estates,13.0,13.0
17,Real_Estates,4.0,4.0
38,Real_Estates,29.0,3.367295829986474
69,Forex,65.0,4.174387269895637
37,Commodities,44.0,3.784189633918261
74,Commodities,64.0,4.1588830833596715
64,Forex,58.0,4.060443010546419
11,Cryptocurrencies,14.0,2.6390573296152584
44,Stocks,40.0,3.6888794541139363
72,Forex,75.0,4.31748811353631
90,Real_Estates,90.0,4.499809670330265
22,Forex,20.0,2.995732273553991
96,Forex,94.0,4.543294782270004
82,Cryptocurrencies,88.0,4.477336814478207
30,Cryptocurrencies,23.0,3.1354942159291497
68,Forex,64.0,4.1588830833596715
88,Commodities,97.0,4.574710978503383
43,Stocks,39.0,3.6635616461296463
84,Stocks,80.0,4.382026634673881
29,Forex,30.0,3.4011973816621555
51,Commodities,43.0,3.7612001156935624
86,Commodities,94.0,4.543294782270004
22,Real_Estates,11.0,2.3978952727983707
79,Stocks,77.0,4.343805421853684
23,Stocks,24.0,3.1780538303479458
44,Forex,42.0,3.7376696182833684
14,Stocks,10.0,2.302585092994046
90,Cryptocurrencies,98.0,4.584967478670572
18,Stocks,13.0,2.5649493574615367
3,Real_Estates,0.0,0.0
89,Real_Estates,103.0,4.634728988229636
100,Forex,94.0,4.543294782270004
92,Stocks,90.0,4.499809670330265
83,Cryptocurrencies,90.0,4.499809670330265
36,Commodities,37.0,3.6109179126442243
1,Commodities,7.0,7.0
44,Commodities,47.0,3.8501476017100584
63,Cryptocurrencies,58.0,4.060443010546419
82,Forex,80.0,4.382026634673881
59,Commodities,56.0,4.02535169073515
14,Forex,10.0,2.302585092994046
89,Stocks,84.0,4.430816798843313
73,Forex,76.0,4.330733340286331
76,Commodities,78.0,4.356708826689592
52,Real_Estates,58.0,4.060443010546419
7,Cryptocurrencies,7.0,7.0
54,Cryptocurrencies,59.0,4.07753744390572
61,Forex,67.0,4.204692619390966
76,Forex,81.0,4.394449154672439
77,Forex,78.0,4.356708826689592
34,Commodities,36.0,3.58351893845611
62,Forex,68.0,4.219507705176107
49,Forex,49.0,3.8918202981106265
96,Stocks,94.0,4.543294782270004
38,Real_Estates,23.0,3.1354942159291497
37,Forex,40.0,3.6888794541139363
49,Real_Estates,45.0,3.8066624897703196
15,Forex,13.0,2.5649493574615367
41,Commodities,41.0,3.713572066704308
39,Stocks,37.0,3.6109179126442243
41,Cryptocurrencies,42.0,3.7376696182833684
75,Stocks,73.0,4.290459441148391
97,Real_Estates,109.0,4.6913478822291435
12,Stocks,7.0,1.9459101490553132
77,Stocks,76.0,4.330733340286331
85,Forex,90.0,4.499809670330265
29,Forex,35.0,3.5553480614894135
63,Forex,59.0,4.07753744390572
30,Commodities,38.0,3.6375861597263857
25,Commodities,16.0,2.772588722239781
73,Stocks,77.0,4.343805421853684
35,Forex,38.0,3.6375861597263857
90,Real_Estates,97.0,4.574710978503383
53,Forex,47.0,3.8501476017100584
73,Forex,78.0,4.356708826689592
26,Stocks,23.0,3.1354942159291497
86,Cryptocurrencies,83.0,4.418840607796598
54,Cryptocurrencies,59.0,4.07753744390572
27,Stocks,26.0,3.258096538021482
11,Forex,11.0,2.3978952727983707
55,Cryptocurrencies,57.0,4.04305126783455
32,Stocks,36.0,3.58351893845611
53,Real_Estates,40.0,3.6888794541139363
96,Real_Estates,111.0,4.709530201312334
52,Cryptocurrencies,53.0,3.970291913552122
3,Forex,-1.0,-1.0
8,Stocks,6.0,1.791759469228055
35,Cryptocurrencies,32.0,3.4657359027997265
62,Forex,55.0,4.007333185232471
16,Real_Estates,15.0,15.0
41,Forex,44.0,3.784189633918261
53,Forex,54.0,3.9889840465642745
13,Commodities,4.0,1.3862943611198906
23,Forex,17.0,2.833213344056216
89,Stocks,91.0,4.51085950651685
33,Commodities,23.0,3.1354942159291497
80,Commodities,78.0,4.356708826689592
99,Forex,100.0,4.605170185988092
95,Real_Estates,105.0,4.653960350157523
84,Stocks,88.0,4.477336814478207
40,Cryptocurrencies,48.0,3.871201010907891
89,Real_Estates,91.0,4.51085950651685
47,Commodities,47.0,3.8501476017100584
10,Cryptocurrencies,16.0,2.772588722239781
86,Commodities,86.0,4.454347296253507
25,Stocks,22.0,3.091042453358316
37,Real_Estates,49.0,3.8918202981106265
24,Cryptocurrencies,27.0,3.295836866004329
47,Stocks,48.0,3.871201010907891
40,Real_Estates,52.0,3.9512437185814275
85,Stocks,85.0,4.442651256490317
19,Forex,18.0,2.8903717578961645
70,Commodities,61.0,4.110873864173311
93,Cryptocurrencies,84.0,4.430816798843313
72,Stocks,72.0,4.276666119016055
3,Forex,8.0,8.0
66,Cryptocurrencies,60.0,4.0943445622221
7,Stocks,3.0,1.0986122886681098
59,Stocks,58.0,4.060443010546419
57,Commodities,55.0,4.007333185232471
95,Commodities,90.0,4.499809670330265
95,Stocks,93.0,4.532599493153256
54,Commodities,46.0,3.828641396489095
94,Forex,100.0,4.605170185988092
21,Cryptocurrencies,26.0,3.258096538021482
18,Cryptocurrencies,21.0,3.044522437723423
87,Real_Estates,87.0,4.465908118654584
65,Cryptocurrencies,63.0,4.143134726391533
74,Commodities,82.0,4.406719247264253
49,Commodities,39.0,3.6635616461296463
68,Forex,72.0,4.276666119016055
46,Stocks,43.0,3.7612001156935624
31,Stocks,26.0,3.258096538021482
28,Cryptocurrencies,19.0,2.9444389791664403
77,Stocks,77.0,4.343805421853684
36,Real_Estates,51.0,3.9318256327243257
47,Real_Estates,38.0,3.6375861597263857
14,Cryptocurrencies,12.0,2.4849066497880004
16,Real_Estates,-1.0,-1.0
12,Real_Estates,24.0,24.0
81,Stocks,79.0,4.3694478524670215
58,Forex,63.0,4.143134726391533
19,Stocks,22.0,3.091042453358316
83,Cryptocurrencies,91.0,4.51085950651685
18,Stocks,19.0,2.9444389791664403
44,Real_Estates,56.0,4.02535169073515
43,Commodities,49.0,3.8918202981106265
35,Commodities,36.0,3.58351893845611
17,Forex,15.0,2.70805020110221
9,Real_Estates,12.0,12.0
69,Cryptocurrencies,67.0,4.204692619390966
51,Forex,54.0,3.9889840465642745
91,Stocks,91.0,4.51085950651685
22,Commodities,31.0,3.4339872044851463
36,Cryptocurrencies,31.0,3.4339872044851463
87,Commodities,80.0,4.382026634673881
26,Stocks,29.0,3.367295829986474
92,Real_Estates,97.0,4.574710978503383
42,Cryptocurrencies,38.0,3.6375861597263857
90,Real_Estates,105.0,4.653960350157523
26,Cryptocurrencies,22.0,3.091042453358316
61,Cryptocurrencies,65.0,4.174387269895637
15,Real_Estates,11.0,11.0
35,Commodities,38.0,3.6375861597263857
9,Forex,13.0,2.5649493574615367
67,Stocks,63.0,4.143134726391533
27,Forex,22.0,3.091042453358316
30,Real_Estates,13.0,2.5649493574615367
65,Stocks,63.0,4.143134726391533
12,Stocks,8.0,2.0794415416798357
93,Commodities,84.0,4.430816798843313
46,Real_Estates,45.0,3.8066624897703196
69,Stocks,67.0,4.204692619390966
66,Forex,61.0,4.110873864173311
50,Forex,50.0,3.912023005428146
64,Cryptocurrencies,60.0,4.0943445622221
44,Real_Estates,53.0,3.970291913552122
3,Forex,-4.0,-4.0
89,Stocks,84.0,4.430816798843313
93,Cryptocurrencies,92.0,4.5217885770490405
19,Stocks,16.0,2.772588722239781
29,Forex,31.0,3.4339872044851463
76,Cryptocurrencies,72.0,4.276666119016055
50,Commodities,48.0,3.871201010907891
76,Commodities,86.0,4.454347296253507
45,Commodities,54.0,3.9889840465642745
55,Commodities,52.0,3.9512437185814275
56,Commodities,48.0,3.871201010907891
75,Real_Estates,78.0,4.356708826689592
54,Real_Estates,39.0,3.6635616461296463
8,Cryptocurrencies,5.0,5.0
77,Forex,77.0,4.343805421853684
16,Forex,15.0,2.70805020110221
10,Cryptocurrencies,3.0,1.0986122886681098
73,Commodities,73.0,4.290459441148391
24,Stocks,20.0,2.995732273553991
66,Commodities,59.0,4.07753744390572
58,Stocks,62.0,4.127134385045092
25,Cryptocurrencies,22.0,3.091042453358316
66,Real_Estates,78.0,4.356708826689592
56,Forex,61.0,4.110873864173311
94,Real_Estates,85.0,4.442651256490317
22,Stocks,20.0,2.995732273553991
95,Real_Estates,100.0,4.605170185988092
86,Cryptocurrencies,87.0,4.465908118654584
99,Real_Estates,99.0,4.59511985013459
51,Cryptocurrencies,48.0,3.871201010907891
58,Forex,57.0,4.04305126783455
38,Commodities,41.0,3.713572066704308
59,Forex,65.0,4.174387269895637
81,Real_Estates,75.0,4.31748811353631
98,Forex,100.0,4.605170185988092
72,Commodities,81.0,4.394449154672439
69,Cryptocurrencies,73.0,4.290459441148391
65,Real_Estates,50.0,3.912023005428146
45,Stocks,44.0,3.784189633918261
29,Stocks,29.0,3.367295829986474
26,Forex,22.0,3.091042453358316
36,Real_Estates,42.0,3.7376696182833684
7,Stocks,2.0,0.6931471805599453
37,Real_Estates,25.0,3.2188758248682006
79,Stocks,80.0,4.382026634673881
26,Real_Estates,41.0,3.713572066704308
93,Cryptocurrencies,87.0,4.465908118654584
61,Forex,63.0,4.143134726391533
45,Real_Estates,28.0,3.332204510175204
90,Real_Estates,83.0,4.418840607796598
10,Stocks,14.0,2.6390573296152584
59,Forex,55.0,4.007333185232471
64,Stocks,64.0,4.1588830833596715
51,Commodities,56.0,4.02535169073515
39,Commodities,30.0,3.4011973816621555
8,Stocks,5.0,1.6094379124341003
84,Real_Estates,88.0,4.477336814478207
92,Real_Estates,92.0,4.5217885770490405
67,Stocks,70.0,4.248495242049359
39,Stocks,42.0,3.7376696182833684
55,Forex,51.0,3.9318256327243257
4,Real_Estates,-9.0,-9.0
2,Cryptocurrencies,5.0,5.0
14,Forex,17.0,2.833213344056216
27,Stocks,23.0,3.1354942159291497
90,Cryptocurrencies,90.0,4.499809670330265
12,Stocks,11.0,2.3978952727983707
100,Real_Estates,94.0,4.543294782270004
47,Cryptocurrencies,44.0,3.784189633918261
22,Real_Estates,24.0,3.1780538303479458
86,Cryptocurrencies,85.0,4.442651256490317
27,Real_Estates,12.0,2.4849066497880004
22,Real_Estates,27.0,3.295836866004329
1,Real_Estates,6.0,6.0
96,Commodities,88.0,4.477336814478207
25,Cryptocurrencies,16.0,2.772588722239781
93,Commodities,95.0,4.553876891600541
89,Cryptocurrencies,92.0,4.5217885770490405
62,Cryptocurrencies,67.0,4.204692619390966
91,Forex,90.0,4.499809670330265
90,Cryptocurrencies,90.0,4.499809670330265
4,Forex,4.0,4.0
41,Forex,44.0,3.784189633918261
78,Stocks,79.0,4.3694478524670215
17,Real_Estates,28.0,28.0
9,Real_Estates,22.0,22.0
56,Stocks,56.0,4.02535169073515
13,Cryptocurrencies,4.0,1.3862943611198906
46,Commodities,38.0,3.6375861597263857
8,Forex,1.0,0.0
87,Cryptocurrencies,87.0,4.465908118654584
3,Commodities,-4.0,-4.0
59,Cryptocurrencies,66.0,4.189654742026425
40,Stocks,41.0,3.713572066704308
59,Real_Estates,57.0,4.04305126783455
4,Real_Estates,10.0,10.0
69,Cryptocurrencies,61.0,4.110873864173311
98,Cryptocurrencies,98.0,4.584967478670572
63,Cryptocurrencies,65.0,4.174387269895637
56,Real_Estates,57.0,4.04305126783455
74,Real_Estates,77.0,4.343805421853684
79,Stocks,77.0,4.343805421853684
55,Forex,53.0,3.970291913552122
23,Real_Estates,10.0,2.302585092994046
91,Commodities,87.0,4.465908118654584
57,Cryptocurrencies,59.0,4.07753744390572
93,Real_Estates,87.0,4.465908118654584
6,Real_Estates,-3.0,-3.0
68,Forex,74.0,4.30406509320417
41,Stocks,37.0,3.6109179126442243
20,Real_Estates,12.0,2.4849066497880004
8,Real_Estates,-4.0,-4.0
81,Cryptocurrencies,84.0,4.430816798843313
22,Forex,20.0,2.995732273553991
10,Stocks,12.0,2.4849066497880004
2,Real_Estates,-5.0,-5.0
91,Cryptocurrencies,92.0,4.5217885770490405
2,Cryptocurrencies,2.0,2.0
46,Cryptocurrencies,42.0,3.7376696182833684
17,Cryptocurrencies,9.0,2.1972245773362196
81,Commodities,85.0,4.442651256490317
32,Forex,37.0,3.6109179126442243
3,Real_Estates,12.0,12.0
16,Stocks,13.0,2.5649493574615367
35,Commodities,35.0,3.5553480614894135
95,Stocks,96.0,4.564348191467836
9,Commodities,18.0,18.0
51,Real_Estates,45.0,3.8066624897703196
71,Real_Estates,83.0,4.418840607796598
96,Forex,90.0,4.499809670330265
6,Stocks,5.0,1.6094379124341003
48,Cryptocurrencies,49.0,3.8918202981106265
98,Commodities,92.0,4.5217885770490405
74,Stocks,78.0,4.356708826689592
96,Stocks,97.0,4.574710978503383
40,Stocks,37.0,3.6109179126442243
55,Stocks,54.0,3.9889840465642745
53,Cryptocurrencies,45.0,3.8066624897703196
38,Stocks,37.0,3.6109179126442243
65,Cryptocurrencies,56.0,4.02535169073515
24,Forex,25.0,3.2188758248682006
14,Forex,10.0,2.302585092994046
82,Cryptocurrencies,79.0,4.3694478524670215
38,Forex,41.0,3.713572066704308
31,Cryptocurrencies,26.0,3.258096538021482
89,Cryptocurrencies,92.0,4.5217885770490405
67,Stocks,70.0,4.248495242049359
42,Commodities,31.0,3.4339872044851463
70,Commodities,63.0,4.143134726391533
74,Cryptocurrencies,71.0,4.2626798770413155
45,Forex,48.0,3.871201010907891
7,Commodities,3.0,3.0
21,Commodities,24.0,3.1780538303479458
32,Commodities,23.0,3.1354942159291497
74,Real_Estates,86.0,4.454347296253507
41,Cryptocurrencies,33.0,3.4965075614664802
70,Commodities,65.0,4.174387269895637
89,Forex,90.0,4.499809670330265
23,Real_Estates,38.0,3.6375861597263857
70,Real_Estates,61.0,4.110873864173311
34,Stocks,38.0,3.6375861597263857
4,Commodities,5.0,5.0
93,Stocks,97.0,4.574710978503383
67,Commodities,58.0,4.060443010546419
6,Forex,1.0,1.0
75,Real_Estates,78.0,4.356708826689592
22,Commodities,11.0,2.3978952727983707
87,Real_Estates,100.0,4.605170185988092
72,Cryptocurrencies,66.0,4.189654742026425
9,Real_Estates,14.0,14.0
15,Cryptocurrencies,23.0,3.1354942159291497
76,Commodities,81.0,4.394449154672439
51,Cryptocurrencies,44.0,3.784189633918261
15,Forex,15.0,2.70805020110221
53,Real_Estates,53.0,3.970291913552122
50,Commodities,53.0,3.970291913552122
52,Forex,56.0,4.02535169073515
26,Forex,31.0,3.4339872044851463
87,Forex,92.0,4.5217885770490405
52,Cryptocurrencies,58.0,4.060443010546419
76,Forex,82.0,4.406719247264253
39,Cryptocurrencies,41.0,3.713572066704308
98,Cryptocurrencies,90.0,4.499809670330265
34,Cryptocurrencies,41.0,3.713572066704308
44,Cryptocurrencies,51.0,3.9318256327243257
52,Commodities,45.0,3.8066624897703196
46,Real_Estates,35.0,3.5553480614894135
52,Commodities,59.0,4.07753744390572
87,Stocks,85.0,4.442651256490317
18,Forex,24.0,3.1780538303479458
77,Cryptocurrencies,71.0,4.2626798770413155
99,Cryptocurrencies,100.0,4.605170185988092
97,Commodities,95.0,4.553876891600541
76,Commodities,86.0,4.454347296253507
83,Cryptocurrencies,91.0,4.51085950651685
73,Commodities,83.0,4.418840607796598
27,Cryptocurrencies,28.0,3.332204510175204
50,Commodities,41.0,3.713572066704308
53,Forex,54.0,3.9889840465642745
17,Forex,15.0,2.70805020110221
88,Cryptocurrencies,85.0,4.442651256490317
85,Cryptocurrencies,90.0,4.499809670330265
44,Real_Estates,28.0,3.332204510175204
20,Real_Estates,3.0,1.0986122886681098
21,Commodities,10.0,2.302585092994046
64,Real_Estates,51.0,3.9318256327243257
35,Real_Estates,22.0,3.091042453358316
96,Forex,97.0,4.574710978503383
85,Cryptocurrencies,89.0,4.48863636973214
88,Cryptocurrencies,94.0,4.543294782270004
33,Forex,31.0,3.4339872044851463
70,Forex,65.0,4.174387269895637
34,Real_Estates,21.0,3.044522437723423
61,Stocks,65.0,4.174387269895637
6,Stocks,2.0,0.6931471805599453
16,Forex,21.0,3.044522437723423
22,Cryptocurrencies,23.0,3.1354942159291497
93,Cryptocurrencies,98.0,4.584967478670572
68,Commodities,68.0,4.219507705176107
42,Commodities,49.0,3.8918202981106265
61,Commodities,55.0,4.007333185232471
44,Cryptocurrencies,37.0,3.6109179126442243
63,Cryptocurrencies,54.0,3.9889840465642745
74,Forex,69.0,4.23410650459726
52,Commodities,50.0,3.912023005428146
6,Cryptocurrencies,5.0,5.0
95,Commodities,103.0,4.634728988229636
27,Commodities,25.0,3.2188758248682006
36,Real_Estates,33.0,3.4965075614664802
57,Forex,58.0,4.060443010546419
81,Real_Estates,94.0,4.543294782270004
67,Commodities,70.0,4.248495242049359
16,Stocks,18.0,2.8903717578961645
62,Cryptocurrencies,61.0,4.110873864173311
36,Forex,39.0,3.6635616461296463
21,Real_Estates,32.0,3.4657359027997265
10,Stocks,9.0,2.1972245773362196
91,Stocks,88.0,4.477336814478207
5,Stocks,2.0,2.0
58,Stocks,58.0,4.060443010546419
32,Commodities,29.0,3.367295829986474
95,Stocks,91.0,4.51085950651685
90,Commodities,92.0,4.5217885770490405
43,Stocks,40.0,3.6888794541139363
33,Commodities,25.0,3.2188758248682006
8,Commodities,11.0,11.0
18,Cryptocurrencies,15.0,2.70805020110221
1,Forex,0.0,0.0
99,Stocks,97.0,4.574710978503383
55,Stocks,55.0,4.007333185232471
38,Commodities,34.0,3.5263605246161616
38,Commodities,36.0,3.58351893845611
90,Stocks,90.0,4.499809670330265
60,Commodities,53.0,3.970291913552122
14,Cryptocurrencies,17.0,2.833213344056216
20,Real_Estates,7.0,1.9459101490553132
12,Real_Estates,27.0,27.0
67,Stocks,71.0,4.2626798770413155
61,Cryptocurrencies,55.0,4.007333185232471
69,Real_Estates,57.0,4.04305126783455
13,Forex,7.0,1.9459101490553132
91,Cryptocurrencies,90.0,4.499809670330265
45,Forex,47.0,3.8501476017100584
18,Commodities,17.0,2.833213344056216
93,Real_Estates,104.0,4.6443908991413725
82,Stocks,78.0,4.356708826689592
43,Real_Estates,39.0,3.6635616461296463
28,Forex,29.0,3.367295829986474
38,Stocks,39.0,3.6635616461296463
75,Stocks,76.0,4.330733340286331
49,Forex,55.0,4.007333185232471
99,Commodities,109.0,4.6913478822291435
45,Commodities,43.0,3.7612001156935624
95,Cryptocurrencies,99.0,4.59511985013459
83,Forex,87.0,4.465908118654584
19,Cryptocurrencies,15.0,2.70805020110221
9,Commodities,15.0,15.0
6,Commodities,-3.0,-3.0
86,Forex,90.0,4.499809670330265
73,Cryptocurrencies,77.0,4.343805421853684
28,Cryptocurrencies,28.0,3.332204510175204
85,Forex,85.0,4.442651256490317
89,Forex,83.0,4.418840607796598
16,Cryptocurrencies,10.0,2.302585092994046
2,Stocks,5.0,5.0
24,Real_Estates,10.0,2.302585092994046
96,Commodities,102.0,4.624972813284271
91,Cryptocurrencies,96.0,4.564348191467836
9,Cryptocurrencies,15.0,15.0
26,Commodities,26.0,3.258096538021482
78,Commodities,73.0,4.290459441148391
20,Commodities,13.0,2.5649493574615367
3,Commodities,5.0,5.0
94,Commodities,95.0,4.553876891600541
71,Cryptocurrencies,78.0,4.356708826689592
92,Stocks,95.0,4.553876891600541
64,Cryptocurrencies,61.0,4.110873864173311
23,Stocks,21.0,3.044522437723423
85,Real_Estates,76.0,4.330733340286331
23,Commodities,32.0,3.4657359027997265
84,Forex,81.0,4.394449154672439
74,Real_Estates,75.0,4.31748811353631
74,Commodities,63.0,4.143134726391533
76,Forex,69.0,4.23410650459726
31,Cryptocurrencies,22.0,3.091042453358316
42,Commodities,46.0,3.828641396489095
20,Forex,21.0,3.044522437723423
10,Cryptocurrencies,7.0,1.9459101490553132
87,Commodities,83.0,4.418840607796598
48,Forex,50.0,3.912023005428146
53,Commodities,62.0,4.127134385045092
71,Stocks,73.0,4.290459441148391
70,Cryptocurrencies,71.0,4.2626798770413155
10,Cryptocurrencies,8.0,2.0794415416798357
1,Forex,3.0,3.0
7,Cryptocurrencies,2.0,2.0
25,Forex,18.0,2.8903717578961645
21,Stocks,21.0,3.044522437723423
69,Stocks,67.0,4.204692619390966
66,Commodities,74.0,4.30406509320417
63,Forex,62.0,4.127134385045092
31,Stocks,28.0,3.332204510175204
27,Forex,22.0,3.091042453358316
22,Forex,22.0,3.091042453358316
50,Cryptocurrencies,55.0,4.007333185232471
49,Real_Estates,41.0,3.713572066704308
71,Commodities,76.0,4.330733340286331
25,Stocks,23.0,3.1354942159291497
95,Real_Estates,102.0,4.624972813284271
34,Real_Estates,22.0,3.091042453358316
29,Real_Estates,22.0,3.091042453358316
24,Real_Estates,38.0,3.6375861597263857
76,Commodities,76.0,4.330733340286331
57,Forex,53.0,3.970291913552122
88,Commodities,89.0,4.48863636973214
26,Forex,32.0,3.4657359027997265
95,Stocks,94.0,4.543294782270004
60,Cryptocurrencies,60.0,4.0943445622221
85,Stocks,80.0,4.382026634673881
53,Real_Estates,39.0,3.6635616461296463
100,Cryptocurrencies,96.0,4.564348191467836
100,Cryptocurrencies,103.0,4.634728988229636
69,Stocks,73.0,4.290459441148391
72,Cryptocurrencies,69.0,4.23410650459726
55,Cryptocurrencies,48.0,3.871201010907891
1,Stocks,-1.0,-1.0
45,Cryptocurrencies,50.0,3.912023005428146
37,Stocks,32.0,3.4657359027997265
34,Commodities,26.0,3.258096538021482
4,Real_Estates,-4.0,-4.0
34,Cryptocurrencies,29.0,3.367295829986474
55,Forex,57.0,4.04305126783455
41,Forex,34.0,3.5263605246161616
6,Stocks,6.0,1.791759469228055
22,Forex,23.0,3.1354942159291497
48,Commodities,52.0,3.9512437185814275
95,Real_Estates,99.0,4.59511985013459
85,Forex,82.0,4.406719247264253
83,Real_Estates,86.0,4.454347296253507
68,Cryptocurrencies,70.0,4.248495242049359
84,Commodities,90.0,4.499809670330265
43,Commodities,43.0,3.7612001156935624
18,Commodities,16.0,2.772588722239781
96,Real_Estates,87.0,4.465908118654584
74,Real_Estates,86.0,4.454347296253507
22,Stocks,24.0,3.1780538303479458
99,Commodities,108.0,4.68213122712422
91,Stocks,95.0,4.553876891600541
96,Stocks,95.0,4.553876891600541
61,Forex,55.0,4.007333185232471
33,Stocks,28.0,3.332204510175204
86,Forex,90.0,4.499809670330265
65,Cryptocurrencies,60.0,4.0943445622221
3,Cryptocurrencies,4.0,4.0
97,Real_Estates,103.0,4.634728988229636
28,Forex,30.0,3.4011973816621555
88,Real_Estates,100.0,4.605170185988092
5,Forex,3.0,3.0
95,Stocks,91.0,4.51085950651685
28,Forex,33.0,3.4965075614664802
71,Stocks,70.0,4.248495242049359
32,Commodities,25.0,3.2188758248682006
30,Cryptocurrencies,30.0,3.4011973816621555
97,Real_Estates,84.0,4.430816798843313
5,Stocks,4.0,4.0
3,Real_Estates,0.0,0.0
75,Stocks,73.0,4.290459441148391
18,Stocks,17.0,2.833213344056216
73,Stocks,74.0,4.30406509320417
27,Forex,30.0,3.4011973816621555
25,Stocks,20.0,2.995732273553991
9,Commodities,3.0,3.0
25,Commodities,17.0,2.833213344056216
7,Real_Estates,-6.0,-6.0
12,Commodities,18.0,2.8903717578961645
46,Cryptocurrencies,54.0,3.9889840465642745
61,Commodities,63.0,4.143134726391533
95,Cryptocurrencies,93.0,4.532599493153256
92,Commodities,94.0,4.543294782270004
33,Cryptocurrencies,40.0,3.6888794541139363
93,Cryptocurrencies,96.0,4.564348191467836
42,Real_Estates,31.0,3.4339872044851463
27,Real_Estates,34.0,3.5263605246161616
67,Cryptocurrencies,69.0,4.23410650459726
48,Forex,48.0,3.871201010907891
16,Commodities,20.0,2.995732273553991
19,Stocks,22.0,3.091042453358316
63,Cryptocurrencies,68.0,4.219507705176107
24,Stocks,25.0,3.2188758248682006
33,Real_Estates,43.0,3.7612001156935624
82,Real_Estates,93.0,4.532599493153256
93,Commodities,100.0,4.605170185988092
99,Commodities,104.0,4.6443908991413725
35,Stocks,37.0,3.6109179126442243
86,Real_Estates,98.0,4.584967478670572
19,Forex,23.0,3.1354942159291497
84,Commodities,90.0,4.499809670330265
35,Forex,32.0,3.4657359027997265
9,Stocks,9.0,2.1972245773362196
82,Commodities,91.0,4.51085950651685
49,Real_Estates,58.0,4.060443010546419
54,Cryptocurrencies,54.0,3.9889840465642745
57,Real_Estates,72.0,4.276666119016055
70,Commodities,76.0,4.330733340286331
95,Commodities,92.0,4.5217885770490405
27,Real_Estates,27.0,3.295836866004329
46,Commodities,47.0,3.8501476017100584
7,Forex,1.0,1.0
7,Real_Estates,-8.0,-8.0
15,Commodities,20.0,2.995732273553991
18,Commodities,18.0,2.8903717578961645
10,Stocks,14.0,2.6390573296152584
75,Forex,70.0,4.248495242049359
23,Stocks,24.0,3.1780538303479458
75,Stocks,76.0,4.330733340286331
